GSM947269	GSM947270	GSM947271	GSM947272	GSM947273	GSM947274	GSM947275	GSM947276	GSM947277	GSM947278	GSM947279	GSM947280	GSM947281	GSM947282	GSM947283	GSM947284	GSM947285	GSM947286	GSM947287	GSM947288	GSM947289	GSM947290	GSM947291	GSM947292	GSM947293	GSM947294	GSM947295	GSM947296	GSM947297	GSM947298	GSM947299	GSM947300	GSM947301	GSM947302	GSM947303	GSM947304	GSM947305	GSM947306	GSM947307	GSM947308	GSM947309	GSM947310	GSM947311	GSM947312	GSM947313
RPL19-7160	43466.7	52008.2	71693.9	41832	73008.2	47537.6	56007.8	55752.9	42679.8	44079.9	41079.6	21583.9	32188	32526.8	42344.5	29565.4	32117.4	39313.4	29849.3	43113.4	50290.5	36909.5	3276.96	20267.5	1723.19	53666.7	17631.9	58006.9	19685	8269.86	48677.3	24892.2	26052.4	59556.4	21157.7	13033.9	11791.8	7373.93	50755.2	16109.3	29866.3	16539.5	16783.3	9318.6	7168.73
GPRC5A-9744	507.949	547.292	663.494	857.104	894.338	375.024	671.61	554.937	1195.49	1227.04	566.161	561.683	1773.98	705.73	796.196	384.174	245.852	609.819	1010.5	776.604	333.38	94.5635	159.57	405.395	1209.1	425.363	529.748	457.299	701.83	3021.19	188.346	536.018	630.927	1172.38	446.698	1376.62	2774.29	1651.49	538.098	1388.49	606.843	385.032	964.154	916.3	2766.98
VN1R2-921	46.5035	174.697	6.81485	135.001	91.8191	231.796	102.412	9.82549	101.504	9.41749	22.9186	173.009	24.5901	67.0241	132.707	30.7806	78.5656	82.4883	73.7172	145.222	126.216	19.8788	345.447	153.95	130.877	223.484	9.2496	93.8001	327.315	12.5081	29.6498	220.706	119.5	328.982	101.793	190.071	299.241	135.709	67.1003	204.546	117.549	149.35	222.602	135.701	37.2414
SNX12-29832	450.423	241.09	565.679	624.929	351.051	447.748	418.012	486.893	339.332	1203.78	380.384	258.414	116.499	1023.58	864.002	591.962	520.016	1163.6	1069.29	888.684	538.54	477.954	876.394	320.026	715.24	470.639	468.068	549.175	581.153	545.808	492.601	625.327	346.306	448.222	319.558	1426.65	1249.18	1423.22	1309.45	882.368	1344.14	1850.5	1398.97	1215.93	1758.8
INTS14-6423	159.776	12.1325	120.229	236.157	16.3437	134.899	31.3893	87.736	24.464	132.038	104.337	10.7578	50.0596	27.8158	131.884	121.667	33.3577	26.215	34.1668	19.2125	8.47636	10.5348	134.477	64.6454	69.295	31.4924	178.497	112.668	197.365	26.0944	83.5905	25.764	104.124	263.953	13.2015	51.2729	40.7073	19.8133	27.869	239.773	30.655	13.0901	61.2815	107.655	81.7776
UBE2I-15284	4977.18	4857.81	4185.6	3583.98	3431.69	4208.9	5174.29	2911.66	3161.12	5787.04	3647.5	2201.2	1915.83	3524.91	1617.68	3394.49	3387.72	3284.86	2789.12	2137.36	3364.85	829.274	936.228	852.733	1428.1	3428.54	481.932	841.636	398.545	596.755	204.397	392.673	1990.66	2740.31	551.466	444.643	1600.54	1004.94	2082.18	430.515	2500.3	2235.62	586.233	2054.87	428.104
BRWD1-36457	2946.46	4829.27	2244.16	1610.23	2484.79	2725.35	1945.41	3396.5	1943.92	1234.84	2469.16	1976.78	2160.8	2354.86	1450.03	2010.31	2616.51	2083.39	1543.29	1161.97	870.196	868.328	1513.83	1219.68	1117.92	1912.41	1266.43	897.52	419.108	2621.57	483.496	1270.54	1162.21	2941.39	1992.15	1438.52	1433.5	1006.84	1288.12	1433.31	1761.07	2217.5	767.539	1650.94	1124.99
CSPG4-20604	275.486	96.1721	104.196	293.697	121.844	104.354	138.847	159.575	4.98961	11.9663	58.6609	14.5887	17.2784	168.624	108.107	56.2706	31.0428	84.2281	258.431	128.109	190.07	1038.77	36.6817	474.191	1068.52	246.106	347.625	148.2	627.396	327.674	432.531	260.64	403.417	152.218	34.1086	615.714	741.422	440.231	751.39	554.102	130.738	312.139	1007.97	202.862	617.669
SLC25A4-21110	328.592	387.542	118.302	351.29	271.441	213.131	270.378	355.655	350.627	257.697	275.325	172.172	105.932	236.793	296.345	85.9428	200.498	445.831	365.529	236.893	196.941	228.332	591.372	17.9644	193.974	276.099	317.343	81.9441	12.9258	442.489	112.425	203.565	314.014	265.376	35.0612	90.989	57.1749	65.3323	124.394	51.5217	44.1207	38.855	181.913	243.601	73.4173
ORC4-9986	247.157	309.214	323.442	318.511	410.9	146.214	307.222	303.35	71.9532	192.686	245.362	377.265	360.408	578.279	565.366	442.325	383.154	647.372	195.409	472.765	311.592	300.105	290.179	741.028	60.2465	304.439	27.521	632.883	506.587	53.5847	438.063	438.026	327.005	83.2589	216.454	83.3102	427.596	417.168	618.746	183.361	514.305	211.121	264.586	406.474	142.248
PNLIPRP3-3814	10.0989	38.2571	72.6853	83.2034	14.1327	18.9157	13.1446	118.595	90.6003	100.892	27.6832	5.35784	36.3635	76.0869	12.2272	66.6325	9.6095	121.011	106.398	256.145	33.5675	11.2766	25.5764	143.172	45.8626	64.3763	95.7407	15.255	7.84827	211.589	66.2296	13.1984	30.9286	162.066	10.6354	227.81	183.137	295.628	294.229	56.8547	46.1342	408.831	250.662	297.977	637.479
METTL1-10659	815.207	930.545	506.904	1284.54	817.353	438.51	491.1	848.004	800.474	885.895	356.612	1107.69	354.398	516.266	280.091	217.146	301.824	686.971	906.291	241.237	1293.39	555.454	2030.59	1845.83	1290.84	727.34	742.83	1761.37	1378.06	1122.17	1055.94	2054.32	653.235	1545.79	1287.8	1951.05	418.582	1805.22	135.177	1797.56	821.585	1462.64	1059.03	730.492	989.07
LOC102725116-6416	10.7896	192.954	53.2397	23.7194	124.396	42.4992	9.00825	64.9688	5.78656	31.7297	3.56547	48.1253	26.8822	102.45	41.7196	4.20498	10.7553	66.9064	179.161	35.0256	7.8041	48.9927	404.397	10.618	69.2285	176.158	12.3871	54.3895	115.918	14.0149	12.3417	93.579	9.98904	10.9986	74.9337	74.1177	51.6549	91.3047	262.601	38.2174	38.0264	34.72	358.649	143.848	40.8956
LOC102723380-43837	112.914	75.7299	206.984	19.1644	165.996	278.887	96.539	209.865	125.817	167.99	78.9329	375.193	49.7048	21.334	271.09	10.5198	3.19067	18.9429	30.2233	145.871	74.4222	205.939	24.658	324.398	848.343	145.327	324.648	134.538	13.1766	489.113	228.316	115.623	27.2875	53.6427	148.425	56.8578	198.289	83.4824	30.3872	110.902	45.7654	41.2464	76.3157	196.808	137.274
MAP2K3-21681	601.579	963.826	465.963	756.488	585.461	955.883	761.133	893.204	1368.3	1223.96	891.045	2074.17	816.372	344.636	1107.21	665.518	728.721	302.494	342.99	228.736	824.908	2080.34	3523.39	1774.56	815.124	1103.61	1903.89	1331.12	2294.42	3699.97	4468.31	1794.89	2287.22	3470.24	2138.94	786.754	1804.02	987.866	2320.46	2502.22	414.223	1034.57	618.264	1318.93	2249.38
HLA-DOA-22723	27.6773	40.8896	19.9735	32.0222	37.5934	39.5955	120.241	15.9251	30.6886	15.8499	26.7512	16.6579	89.435	55.6507	13.9638	5.00159	7.01106	33.965	47.5328	28.3109	51.526	148.041	260.711	87.1343	919.366	24.4876	56.4144	134.678	22.8087	59.2044	21.0464	16.9785	271.517	475.729	145.864	503.808	81.0429	58.3737	112.643	110.829	68.4454	192.448	310.846	209.067	394.898
UTS2-26257	7.32584	20.2977	79.0105	216.263	153.758	93.0796	60.1695	62.6072	162.795	25.2497	28.7556	98.6971	29.3458	15.076	10.3361	11.0127	10.6986	62.2842	2.98794	11.292	3.79833	47.1549	51.9785	6.64468	29.7659	42.4884	89.1992	44.0234	72.6729	11.9438	166.748	82.0545	10.6249	156.646	25.5152	69.9449	13.2983	4.06608	3.32485	80.4986	5.34332	17.0167	7.05	39.2016	9.5558
SPATA5-34064	272.501	511.425	252.39	524.081	216.16	254.374	236.919	111.187	512.566	321.09	241.004	356.185	323.805	662.806	649.333	520.113	624.713	431.028	425.026	413.733	362.551	448.139	265.986	190.166	523.547	458.469	452.772	390.03	301.898	21.1491	120.761	456.619	313.306	16.1335	547.215	134.656	184.783	261.567	315.311	160.594	1285.06	296.986	289.756	316.739	209.009
ZNF219-28154	26.1611	17.4516	10.443	17.568	15.6698	80.5689	16.8271	14.3048	17.3755	6.39018	5.03239	9.07656	7.22819	12.9537	10.7762	8.74816	6.21362	13.9255	14.5773	13.7781	7.43599	9.40657	27.1065	30.0299	76.7568	19.8461	28.8311	13.8408	18.9235	74.4434	19.0749	11.8264	26.2523	17.8863	13.2401	54.599	37.6532	9.63731	23.2537	25.3221	10.9187	12.8493	34.6004	22.2677	25.7852
PHC2-40448	148.655	77.9931	166.464	23.9713	256.354	25.4339	289.72	147.013	15.079	99.0482	11.8301	12.2711	56.4017	160.516	28.8594	66.1074	18.3129	204.351	282.639	120.468	57.8836	43.804	129.485	44.1275	780.234	14.0061	86.9705	29.11	238.903	83.3205	155.889	134.524	311.348	50.6769	82.6434	633.374	197.427	474.581	138.414	452.576	210.941	583.52	318.944	355.957	716.397
TTC27-24230	2711.81	2484.93	2247.2	2267.22	1718.59	1882.71	1624.53	2049.48	3840.11	2828.46	3250.16	1643	2696.75	2832.9	2039.75	4698.26	3479.39	3282.2	1970.57	2745.27	1746.13	1009.76	954.562	961.455	93.5497	1625.33	1469.29	1297.06	911.141	899.622	1176.66	1826.96	775.024	845.431	2850.51	1860.62	905.544	1064.28	1469	1326.54	2219.34	809.26	949.697	1007.51	550.777
PALM2AKAP2-9395	1291.91	1052.88	750.912	2441.88	457.783	1049.99	1864.07	484.645	701.197	696.465	2064.2	611.25	1762.52	1006.61	1294.32	2983.44	1232.3	485.607	419.241	576.643	2299.07	3111.2	1957.12	2290.75	305.899	1184.8	1347.88	924.858	1381.08	858.753	590.639	1059.08	885.83	678.363	514.642	257.281	449.182	320.404	371.48	635.517	427.078	549.992	74.6609	349.385	446.584
MYBL1-35913	92.4812	75.2057	138.047	143.981	111.017	399.787	74.4993	101.719	161.197	172.552	34.6221	31.3519	20.1946	33.8368	104.312	32.4936	66.2565	77.13	135.589	292.107	25.9192	221.036	889.22	179.717	120.15	281.066	74.3813	188.132	231.147	535.773	110.849	139.971	378.132	34.2688	32.7478	523.63	205.27	61.7383	173.731	168.043	75.2738	131.926	280.534	124.318	173.384
PTGER3-17299	143.469	30.7106	84.8603	55.3743	216.941	149.372	147.717	32.3988	101.526	182.303	103.476	79.7814	147.879	209.231	83.4943	159.262	67.0249	79.8096	257.892	381.113	117.926	407.761	113.669	337.681	113.841	12.6606	245.929	122.889	44.2044	202.424	34.1208	168.175	24.4635	63.637	115.981	36.6199	209.136	177.383	279.416	240.05	84.265	306.203	67.2358	196.447	248.289
TOB1-9339	3589.39	3272.73	2935.41	1632.44	2467.69	3668.56	1812.38	2060.3	3837.68	6950.48	9128.31	3314.05	7357.43	7324.66	3800.3	10563.5	10575.6	6545.44	5855.47	5916.46	1605.96	1936.99	865.375	1495.14	5708.69	1953.43	1515.1	1706.96	752.748	1881.61	4801.95	3126.19	3929.8	3404.94	2492.91	923.343	1692.97	3068.91	1608.19	973.941	4587.63	2634.18	905.394	3147	2541.08
TRAF3-14853	414.399	331.435	161.875	319.183	397.125	466.85	274.059	365.122	517.399	332.816	366.517	592.467	548.672	318.552	466.679	278.738	302.802	252.78	567.67	629.219	345.944	819.83	1179.37	1382.12	1275.16	349.312	808.511	601.555	433.545	527.692	697.88	1296.83	801.491	513.416	1103.75	820.668	836.572	450.227	366.874	1094.18	274.889	472.288	518.141	467.53	1520.3
TRMT61A-27287	651.498	499.197	483.81	1064.11	1039.68	861.936	504.586	469.078	868.583	350.935	531.411	686.127	338.664	913.051	693.305	233.753	416.372	796.549	1349.46	1611.04	393.542	773.138	1687.8	983.146	432.121	842.574	962.76	627.139	769.884	1255.22	814.226	553.809	799.315	899.886	650.427	2245.76	2209.01	1292.2	1499.95	2165.38	560.081	1251.13	2589.29	987.292	2131.01
SAP25-11323	499.858	550.558	573.017	182.745	786.459	780.734	625.835	792.698	742.652	345.335	329.379	492.042	364.526	248.337	597.102	198.368	255.212	259.736	567.525	356.898	516.202	383.779	2410.71	1327.58	286.596	558.131	868.013	674.083	646.163	1548.82	1142.66	645.818	649.376	831.933	832.482	1100.61	1309.39	799.459	699.245	1007.94	294.564	579.215	964.994	573.398	620.309
PAFAH1B2P2-5818	12.7925	17.9482	5.89772	202.564	44.2168	34.6953	6.62547	33.9156	147.52	8.28254	27.3839	208.436	180.287	47.2827	15.9967	2.83361	60.7078	45.8545	21.9357	23.1622	39.1654	6.80804	363.681	29.306	484.987	38.4055	19.4325	4.38576	244.214	25.2218	88.3699	148.489	96.7282	9.30176	10.7757	38.9377	49.0954	14.6639	53.661	34.917	9.95409	11.3247	33.6668	33.4991	68.1014
DNAJB8-40002	180.856	126.739	106.276	124.801	123.146	9.90973	21.145	67.1703	17.1123	68.5335	22.6357	23.9916	85.8674	309.549	141.758	92.2223	58.9826	236.106	85.5533	503.718	3.45073	11.1416	608.594	51.395	749.727	28.9249	258.803	53.356	194.853	457.891	53.3381	50.7111	343.963	362.54	87.9713	852.451	660.415	796.455	1008.63	881.447	343.994	405.073	1000.07	327.323	711.383
PAFAH1B2-29924	3834.25	3019.5	4186.04	3259.76	3318.14	3108.42	3594.76	2627.26	5479.72	9860.97	6173.19	3052.41	5922.5	6963.35	3116.17	7332.09	8421.18	6363.98	6298.99	3433.95	5130.83	3409.57	1064.65	4285.94	2022.2	4051.36	3400.34	5206.03	2236.86	1589.71	3661.92	4120.18	1552.8	2283.52	6768.89	1889.71	2068.62	2698.86	1385.62	2139.55	6542.86	3325.14	990.487	3595.24	1009.7
NBAS-41931	5.76383	110.094	98.6052	100.32	71.4179	9.97894	9.22396	8.85802	15.8754	6.59681	50.3672	11.2833	6.11078	238.633	8.28386	56.8961	25.8996	110.916	98.2335	74.3094	14.5386	20.692	744.547	24.7025	311.005	9.9547	18.4887	13.9402	158.858	16.0627	180.386	16.724	35.5632	10.2015	43.5505	503.014	428.2	45.1976	404.566	30.6896	147.71	158.933	565.407	330.658	463.131
EPHA7-40704	44.2001	19.9968	9.34067	126.511	77.5669	47.9376	37.9263	69.3348	11.0691	51.5538	14.6275	9.97449	7.76453	51.1612	164.076	2.60842	61.5997	40.6996	3.92382	5.16838	2.57642	3.7756	74.5219	162.409	431.961	94.3387	107.762	36.1002	9.77878	18.3955	8.25691	138.885	96.9266	6.40452	88.5952	105.86	59.0016	9.7761	19.487	13.7737	8.6911	21.2985	13.9779	9.65993	25.279
DIPK2B-25169	10.7311	11.1161	12.5176	14.6949	34.67	132.766	13.5238	12.1236	13.2355	7.85027	21.3073	10.9639	7.27214	21.7433	11.0649	5.36187	4.54005	39.326	41.3682	65.1557	23.4622	140.795	38.845	208.43	750.646	25.9684	19.5785	13.4122	13.5759	31.4946	41.086	13.8067	22.5776	32.6972	16.1483	129.927	67.216	50.4175	59.3071	71.7757	30.5814	37.9344	123.985	27.9949	170.398
LINC01898-2973	19.0115	12.57	91.5645	47.7277	195.034	33.2685	24.6613	41.318	186.92	17.9467	14.7587	17.0789	37.6453	18.0754	11.2363	112.73	9.78792	10.8841	34.6137	28.2591	14.889	71.3736	79.2549	28.9012	309.884	26.6899	251.566	122.835	45.3108	124.977	190.224	52.4913	94.9928	14.508	12.8341	38.8136	42.7978	21.643	33.6573	92.1507	16.1475	38.3485	50.3103	50.819	122.823
CDH4-5543	136.25	132.186	159.201	259.083	331.143	215.797	83.1473	182.193	179.322	122.009	87.5083	101.909	27.2726	38.2941	102.924	106.755	14.3692	82.5443	79.3717	79.7322	89.0091	112.356	617.773	332.285	217.065	49.595	129.918	172.174	56.8327	377.169	30.5584	69.7349	128.285	67.7004	113.874	147.648	446.785	203.737	107.355	250.48	35.7923	108.793	242.773	75.8775	500.272
STX7-18992	4182.14	3468.73	2734.27	4458.98	2751.86	3364.98	2598.27	1646.41	2206.88	3001.16	2760.98	1716.09	3998.33	2991.89	2810.75	5253.96	4260.34	2969.51	1499.04	1725.51	2038.97	2070.89	753.524	1507.87	840.817	4310.78	2059.27	653.805	132.254	511.552	754.827	736.434	484.94	904.363	1039.64	79.3711	349.813	432.89	318.928	101.823	1984	444.225	98.2669	664.443	81.4422
FAM161A-41125	74.7136	129.229	85.7394	72.1467	64.4723	103.97	141.71	87.7442	92.3735	55.5312	77.8472	102.467	65.0757	17.3575	140.017	66.5882	76.6517	2.23409	86.4864	74.118	78.0079	4.58891	43.8221	143.542	423.826	62.348	108.205	134.857	38.6817	70.3508	91.8771	143.382	389.635	112.237	6.82819	35.2484	115.109	5.96984	152.874	154.482	3.75891	10.8583	311.927	87.1053	28.0993
BBS9-44204	1205.76	1575.62	703.558	841.896	929.165	1365.16	864.718	729.695	1374.07	900.346	1027.11	1492.95	741.56	1067.04	1125.14	816.078	942.916	883.832	1000.97	1096.8	1008.2	856.374	888.465	812.113	217.916	1007.03	664.208	492.504	716.258	896.909	489.951	546.276	760.025	1064.84	652.381	316.313	659.797	918.011	512.086	855.255	883.816	860.102	156.458	203.624	478.995
C12orf73-32065	690.425	890.031	844.883	622.421	687.657	811.628	761.837	673.062	445.993	711.819	373.4	631.658	736.631	956.999	599.595	288.347	486.468	791.639	899.25	967.586	564.009	685.124	764.748	1889.04	628.279	642.5	949.508	1514.01	907.127	1309.65	2161.89	2311.44	1034.93	1188.88	2433.74	1610.03	1216.33	2472.06	1060.03	1309.91	1924.35	1586.68	1455.52	1296.35	794.988
MAPK1IP1L-18858	24.7208	9.06516	13.1233	62.0011	16.9102	134.732	6.44118	15.7658	9.53999	98.8871	7.4629	58.9693	5.46818	8.56795	115.036	11.1883	5.02973	9.86509	17.1749	16.4197	7.48409	21.0496	237.448	12.4149	186.411	12.1542	71.7376	29.4848	13.2759	115.532	14.9855	30.0002	17.7902	18.5493	119.247	65.3455	15.7429	21.0387	54.3021	74.7907	6.7589	26.7663	59.4059	21.4613	29.1654
SET-7269	10979.6	7833.99	9843.89	7149.13	7390.26	5560.51	8683.99	6726.33	9537.03	12158	11115.5	9010.66	8687.92	9920.62	6545.05	15404.4	14176.1	10058.7	7661.18	4551.08	9165.74	3385.37	1189.91	6648.99	3256.55	8989.06	5938.36	6200.25	1405.73	3787.09	4247.71	10883.2	6444.54	7862.59	9910.64	2608.65	2478.31	2347.55	2922.16	1988.01	14694.9	3902.92	1337.48	6211.31	1810.61
LOC100506790-39798	9.83402	51.0941	6.99301	10.3637	10.8043	12.3327	7.77197	142.285	207.193	10.0855	30.8307	107.601	71.7119	133.239	284.91	3.81162	50.9409	37.5995	196.585	51.946	11.1678	72.2073	116.669	31.1307	45.5016	15.6043	22.6749	97.0066	142.646	21.7389	175.198	11.3895	120.421	10.8367	30.5326	163.329	145.227	99.3523	597.331	213.883	42.8892	76.4478	631.272	243.531	163.417
SETD7-43934	20.1703	85.8599	160.016	37.1832	15.7685	27.3371	80.5295	80.2651	193.087	25.6513	15.8561	13.4135	55.6298	92.6853	104.481	13.4811	3.2739	23.6251	98.3568	24.5822	117.156	65.2437	31.2411	15.2899	327.495	206.297	279.36	181.525	72.8337	171.625	28.3354	18.4541	108.851	90.6137	154.241	98.0473	152.932	83.4	281.8	131.683	133.612	37.3664	62.1542	38.0197	78.2519
CTHRC1-30824	2698.53	1640.41	616.19	1498.77	637.099	738.801	2101.6	929.062	395.44	5324.36	1469.31	323.159	3716.83	378.991	513.066	1723.52	2474.14	821.014	369.363	104.879	13887.9	33873	894.208	15198.9	694.869	11699	19470.7	17098.6	3651.82	1512.8	2511.52	6526.45	858.096	7618.79	7155.76	9252.72	16153.9	5712.49	9336.73	1877.68	16849.4	25008.9	1545.8	2980.9	6315.64
TEKT4P2-32443	156.699	250.632	296.699	310.23	913.323	264.498	293.575	920.396	502.024	164.722	97.5903	355.962	235.033	512.473	422.605	82.841	152.576	672.273	1135.61	1655.57	506.863	1128.08	1021.25	172.361	523.22	349.092	643.203	319.522	815.666	1119.66	417.714	206.888	433.644	526.477	202.157	3753.31	2109.71	2420.5	3089.55	1363.67	621.866	1585.64	3364.94	1247.82	2104.76
MAML2-38786	4350.11	2096.6	5567.45	4030.49	4721.57	4339.07	6099.56	3683.29	2003.27	2658.31	3161.63	7072.57	5720.81	2509.25	4188.75	3680.29	2642.78	1586.16	1815.51	2248.2	5370.45	3219.26	2870.39	7076.17	767.417	8244.12	6123.7	6377.86	3166.68	4144.45	5676.28	6420.79	5100	13813.6	4810.82	2505.88	2775.96	3868.14	1816.82	4144.25	12096.5	7357.22	1127.26	5359.44	3004.08
CCNJ-28178	215.582	92.5772	150.256	81.4759	121.044	169.774	151.072	320.338	135.48	192.148	53.3757	272.25	53.281	164.074	171.399	55.1595	29.47	54.2116	126.427	248.338	113.13	131.994	195.022	190.725	186.303	177.204	24.3393	142.034	237.096	356.004	249.878	113.384	570.569	38.504	161.495	267.014	383.178	108.301	200.899	291.653	119.957	223.266	430.957	138.602	447.285
GGN-36018	6.01486	59.2471	8.65932	7.87962	79.8374	23.648	3.56178	11.7192	7.06537	6.31947	41.0101	64.8747	7.28742	38.3637	13.0843	40.1266	6.68689	30.3614	77.8868	65.1695	19.7228	6.41137	223.074	21.69	77.5518	4.96671	22.206	140.498	143.528	12.2759	93.1938	8.28213	30.6175	146.202	127.846	438.757	70.431	192.787	62.6005	106.974	17.3958	85.5994	175.464	53.3144	49.1622
GSTO2-32280	229.271	639.339	818.529	635.547	406.025	613.475	318.949	823.109	559.099	868.266	323.376	913.16	283.938	759.837	891.223	217.997	573.98	1187.15	762.87	944.211	557.902	509.675	432.772	580.925	551.928	503.698	609.49	672.235	1349.15	424.361	1906.82	1059.41	1016.19	2120.98	627.604	1135.26	795.264	1690.1	985.547	1605.1	919.919	1766.87	1976.02	794.585	682.137
LINC00899-36579	4289.8	4434.92	946.166	1371.76	2389.25	3807.22	2073.26	1131.67	507.448	404.043	403.475	447.933	750.588	809.38	616.302	583.036	567.62	673.191	726.358	244.881	1033.53	191.761	486.166	415.741	886.221	2469.78	136.983	232.211	326.189	423.844	159.791	809.366	188.677	1980.78	386.785	216.25	313.948	431.003	184.913	274.676	575.697	789.371	118.339	294.259	448.268
SLC13A2-14169	23.5065	9.92882	110.599	79.8054	26.3329	11.7008	109.613	91.7575	159.599	7.80397	8.60305	11.1386	9.33591	16.4626	27.6325	42.142	51.8258	123.006	144.874	159.144	65.1242	29.4999	38.3664	31.0178	86.0256	96.6546	16.8164	71.3636	33.0522	45.3723	38.7986	11.1857	24.0001	22.3382	14.9878	106.381	89.7596	67.7053	163.921	95.2192	125.948	33.7623	47.7603	76.7641	49.0623
ACACB-44374	2576.34	2554.23	3091.98	2638.5	3664.63	4176.02	3135.11	2235.14	1454.67	518.498	1073.27	1893.8	493.699	607.934	833.294	691.452	498.97	521.273	743.804	1113.41	728.207	1508.73	7911.74	1191.27	687.581	2910.8	998.943	770.129	1521.16	1570.24	1095.4	576.328	1877.82	1408.51	377.099	222.756	2357.11	452.585	1530.8	945.032	683.731	594.361	158.713	329.544	38.9255
PLCD4-29663	113.259	115.808	215.881	39.0401	22.0541	145.19	153.225	82.8187	35.5513	54.0529	17.6792	25.7842	83.6864	72.7251	84.4046	103.972	115.373	20.9897	23.6838	32.4587	51.6258	42.1557	38.7743	188.691	95.3988	203.685	14.8798	80.5715	188.439	69.2187	281.823	8.85264	33.3321	11.4651	10.3312	283.19	48.1083	46.9111	52.8513	25.1427	82.1903	66.0076	38.4246	274.252	104.39
CKMT1B-9347	123.138	138.995	154.638	370.332	273.432	160.853	118.289	105.105	833.264	362.542	204.061	492.316	384.859	637.408	322.907	279.514	166.669	790.587	1004.91	497.039	92.2769	553.761	722.494	761.763	735.517	264.954	384.478	328.209	1450.11	762.122	130.444	1168.06	818.731	280.955	452.836	1479.79	1163.74	968.397	335.853	1263.12	30.2454	870.813	440.534	223.142	1318.04
ZNF532-26109	369.746	315.859	996.433	295.631	713.978	307.819	1072.15	524.9	236.903	516.398	431.821	210.432	273.459	480.066	79.6402	376.683	366.847	418.598	357.076	373.595	535.59	239.157	68.4528	142.214	580.792	290.578	267.608	510.997	187.178	495.59	309.374	209.598	377.04	141.851	11.096	805.13	167.37	508.751	197.553	614.57	350.229	430.709	136.268	714.048	760.28
TUBA1A-15640	74920.6	85089.9	68103.4	101494	69067.4	94889.3	62248.1	73990.8	97121.5	50212.1	37077.6	70118.6	35253.4	44242.1	78917.3	34571.2	36692.8	41020.5	53182	42502.8	55493.3	87098.5	9748.29	102843	821.266	113062	36577.4	61278.6	54764.3	12077.9	16396.1	62775.9	46959.4	69301.7	7562.69	16966	63734.1	39173.6	63742.2	37251.7	30708.5	36234.8	14036.5	25131.9	17253.6
ERMN-36411	17.5467	14.4211	17.1928	12.8804	160.954	98.857	36.5319	52.1351	15.3112	67.9467	49.4304	96.0526	29.5605	24.2163	6.00274	60.3312	9.14524	132.567	20.1539	245.045	5.53506	18.2005	15.2851	159.8	201.613	79.8898	138.759	30.0585	234.343	204.171	5.9508	109.861	226.527	167.184	119.949	320.997	382.794	54.0385	63.3767	180.889	21.8752	95.4682	324.679	368.382	361.026
