GSM947269	GSM947270	GSM947271	GSM947272	GSM947273	GSM947274	GSM947275	GSM947276	GSM947277	GSM947278	GSM947279	GSM947280	GSM947281	GSM947282	GSM947283	GSM947284	GSM947285	GSM947286	GSM947287	GSM947288	GSM947289	GSM947290	GSM947291	GSM947292	GSM947293	GSM947294	GSM947295	GSM947296	GSM947297	GSM947298	GSM947299	GSM947300	GSM947301	GSM947302	GSM947303	GSM947304	GSM947305	GSM947306	GSM947307	GSM947308	GSM947309	GSM947310	GSM947311	GSM947312	GSM947313
COPS7B-30839	1353.6	1310.53	852.369	1116.78	639.741	1704	599.705	1207.91	1297.97	1981.89	501.091	917.644	482.806	756.792	957.876	680.121	796.921	785.08	824.481	901.561	1547.37	1012.35	1261.37	252.979	916.548	992.759	1492.03	1048.98	1682.3	1688.08	555.146	449.98	1148.07	1931.61	1839.19	894.219	1311.13	924.358	836.152	1348.23	2664.51	1124.88	1041.76	1046.68	978.193
LHFPL1-39248	23.3289	6.68526	147.292	26.2451	47.2735	159.211	107.275	7.33076	245.727	91.798	86.4542	20.8666	22.1553	19.5116	128.273	70.0037	43.9019	101.644	33.5217	146.953	72.0527	30.8797	20.9388	39.5259	255.819	164.409	295.909	109.293	265.031	329.965	38.8505	236.549	45.9848	484.027	207.005	238.175	49.0714	135.828	37.4428	68.2277	71.7325	131.553	262.246	46.2185	236.13
HSFY2-29265	114.136	253.797	40.1227	65.7751	7.81608	176.8	165.839	73.2034	249.188	51.0009	19.6388	18.7398	13.0638	83.5032	97.9506	36.7032	12.5347	105.785	48.9172	52.6043	57.7374	155.163	168.778	209.602	249.374	129.048	88.0649	312.646	41.8172	28.6718	179.287	26.1239	23.1026	179.513	221.816	302.945	42.2952	117.672	391.227	294.522	80.3022	93.0881	292.17	173.297	391.532
LINC00938-31547	2280.34	2307.28	2314.66	1433.76	1999.32	2056.98	2431.21	1937.72	2025.38	2970.11	2638.63	1357.2	1807.86	3522.82	2155.72	2689.58	3506.74	3365.46	1724.99	1795.78	2260.32	878.31	487.138	1594.87	1200.09	1229.89	1100.59	3502.7	703.211	1527.9	2062.72	1572.37	1016.85	2055.66	1104.77	693.009	615.441	1042.1	1890.04	830.802	3515.22	977.172	549.805	2582.54	644.605
ZNF271P-17457	350.852	412.302	989.603	841.81	939.68	466.693	1030.48	799.495	1043.1	393.151	1216.1	785.165	1000.43	1232.58	957.412	1380.45	875.244	1125.16	586.105	732.574	1778.08	591.638	642.219	859.767	944.087	911.236	399.069	1063.29	695.159	1143.06	1028.51	789.231	938.483	185.296	213.859	69.7335	571.257	305.212	717.302	572.39	872.383	428.525	183.862	580.943	637.062
CXCL14-27777	128.966	329.581	162.6	1246.51	781.819	224.493	23.5373	107.908	49.8215	16.4859	65.6768	257.849	110.692	31.7492	31.5338	30.1112	11.1514	26.2935	59.883	30.9844	532.673	1136.14	90.9277	589.596	64.1861	980.892	458.941	278.624	417.811	122.081	191.778	341.7	143.22	910.693	9.86319	38.5559	3308.29	48.356	681.326	50.3155	937.829	1244.32	95.7232	219.23	104
PGM1-8604	17282.4	12176.3	9915.83	13521.4	10129.4	8010.96	10973.9	15721.9	8813.32	8052.53	6344.15	3873.79	3844.22	3475.91	4354.92	5940.52	6155.24	4089.64	4692.87	5531.13	13724.4	4098.64	1473.05	7761.49	5868.56	12761.8	6489.38	4207.09	4045.05	2107.75	4276.93	4216.03	1706.47	2707.21	4919.65	3229.7	1897.93	2864.71	1288.28	1475.46	6082.69	3889.43	3355.98	1339.72	3674.09
LINC01350-35968	5.42604	7.71363	23.7755	16.1099	20.9305	43.2049	26.5057	8.29963	10.2056	7.23682	4.19681	13.8358	42.6744	43.7832	12.3573	21.758	10.0649	253.666	372.417	344.816	7.30301	7.09498	53.3662	13.8273	751.858	24.6141	56.8277	21.1955	14.4679	22.3751	30.2502	14.2436	21.7915	19.1224	12.5724	360.969	138.603	212.706	600.587	35.7161	281.793	60.6073	468.691	115.055	399.226
CNTN2-13588	20.9339	23.3478	13.3963	20.6043	32.1307	23.6341	101.806	45.8498	18.4212	11.8144	20.0403	46.7288	4.71676	19.7039	25.5291	4.58159	15.7186	12.0158	17.2081	25.493	7.9366	31.8656	608.04	28.6364	192.85	61.2234	298.484	13.3133	16.1568	28.4565	71.4986	22.6282	25.929	25.9151	24.9659	39.1871	52.1424	24.9998	35.2931	25.9137	64.8061	46.2406	80.1423	25.2172	65.9018
FERD3L-895	104.237	27.8162	79.1532	35.9498	165.347	104.107	228.485	133.315	24.5954	106.006	28.3502	63.9536	65.8776	187.342	165.489	29.7855	7.34002	102.585	121.716	229.879	18.9505	36.7591	670.998	62.0851	826.972	46.7538	82.8635	373.115	70.9334	85.0183	30.4525	39.798	14.02	19.5033	45.7687	163.775	57.1728	49.2971	106.436	70.9536	40.4953	53.9814	98.9587	39.1679	126.536
H2BC8-21888	147.077	200.312	82.1878	164.42	158.259	133.024	4.5268	224.231	18.8949	94.339	127.259	151.399	204.893	129.67	278.558	35.9046	58.3031	61.8305	44.5702	21.1752	168.204	183.745	446.912	23.1203	1159.01	35.3356	112.762	429.828	967.683	93.0962	811.944	104.82	202.461	242.1	92.6572	293.529	37.5342	34.2508	52.1023	631.336	177.004	44.9064	174.781	246.516	216.6
AGR3-33298	14.3207	34.6169	17.324	7.29178	4.68232	99.4777	80.0567	96.4149	21.1734	131.039	82.5319	4881.03	911.295	94.5189	2063.74	66.3606	637.563	312.549	124.008	423.238	87.4007	18.2396	43.678	66.271	436.709	118.542	26.0859	193.994	5.15092	105.65	176.098	20.3434	454.799	396.07	116.634	360.04	158.737	21.9802	97.1328	163.835	45.9665	203.86	28.0092	1121.38	24.3953
CHD9-18975	5705.89	7430.19	4138.31	5921.43	4117.23	6599.61	4563.58	4020.39	4114.75	2999.96	6104.87	2009.81	4599.71	6404.83	2963.47	5247.14	7700.59	6761.47	3499.57	3342.43	4507.15	2714.61	1740.48	1894.79	1288.99	4808.08	3773.84	2227.47	1174.65	1489.62	1020.91	2191.43	1511.09	5066.22	7583.91	1661.06	1812.5	2523.13	851.854	1887.27	3488.66	2235	788.139	1124.59	847.777
TRIM16L-4162	445.287	597.245	212.883	441.395	714.483	678.643	660.61	681.652	618.997	130.213	287.819	581.275	191.018	168.688	508.542	158.736	172.549	127.855	148.553	474.659	180.945	258.789	1362.22	1052.61	748.823	424.916	405.676	195.501	677.55	1006.85	538.976	265.684	655.927	685.494	209.644	1265.19	1408.28	807.029	923.452	1384.42	543.713	623.364	1621.99	951.013	1975.97
GAS2L3-38983	26.9815	57.878	91.2172	184.358	280.285	23.8644	195.254	53.2599	135.916	32.3024	100.263	262.106	24.8018	180.296	459.223	17.3475	54.9657	144.983	188.579	248.67	24.788	91.0873	195.476	34.3911	130.289	46.3047	300.677	226.352	1179.45	73.4958	537.081	31.6345	157.813	135.4	143.848	590.468	335.266	258.953	535.209	385.763	111.372	51.3908	430.1	414.935	945.896
IFNAR1-39538	520.533	285.685	166.352	327.627	292.111	356.162	193.126	167.875	335.907	264.484	141.4	277.959	197.69	283.917	321.704	112.82	102.158	220.167	72.1806	83.0134	211.924	236.717	819.456	677.005	427.704	373.623	273.501	282.575	42.948	759.445	302.371	762.876	475.565	578.11	811.613	893.119	68.6894	605.445	961.055	993.282	193.968	1204.89	307.277	19.7077	709.327
PRRC2C-20376	1716.05	1893.58	5747.06	2456.62	5855.18	1887.94	4794.83	7703.16	5294.89	1513.28	5334.36	7342.14	10770	1732.64	10096.2	4543.74	5794.6	1641.99	1603.62	4875.33	3481.83	7613.54	2722.2	2841.17	1301.75	2299.78	4231.94	7009.81	15705.1	7788.91	9531.3	2575.86	4140.33	3704.11	2121.57	1207.2	3512.1	1668.48	4614.59	3168.33	1677.96	866.134	2468.63	1161.41	1554.9
LOC101927709-38253	6.07362	4.39611	126.895	3.01792	7.87695	19.9373	37.7397	3.46651	12.262	2.63316	1.67772	6.26302	3.05074	6.0989	29.0726	1.904	2.39967	15.9903	37.4136	144.445	4.81846	20.909	18.0426	34.3681	419.261	15.6567	14.9838	46.4999	10.1707	17.6274	8.98963	14.8925	4.72546	23.3773	115.164	114.939	17.8123	85.0384	132.116	102.266	31.5481	6.84996	167.102	162.097	185.686
AGPS-30259	1077.84	465.788	490.58	565.685	331.074	456.988	435.536	394.352	400.144	444.198	831.831	304.252	1356.01	982.995	417.252	1086.15	1408.37	1232.35	463.691	660.097	1002.16	258.103	789.674	626.055	480.909	1457.97	518.425	934.709	299.834	461.367	551.117	1229.31	174.303	647.28	1588.68	396.35	305.994	639.038	226.898	288.032	1502.11	783.797	229.429	594.133	200.903
HNRNPA1-27414	443.776	591.084	1029.28	324.181	759.794	363.98	805.853	614.833	359.464	276.667	588.327	990.13	647.71	506.553	904.231	491.236	452.375	431.378	677.703	507.878	623.28	1155.22	129.829	1266.85	593.215	332.885	416.008	907.707	1304.46	214.95	1261.09	1957.38	1239.84	256.012	578.918	731.211	854.362	1781.02	1645.26	641.492	1713.49	1176.33	763.728	1409.68	631.07
PLXNA3-623	51.3303	20.2261	21.9145	12.6207	10.1255	20.8454	12.3404	11.6896	8.05793	12.5313	3.94665	43.4904	9.58895	12.4891	7.57284	7.97014	6.9743	14.2203	18.6427	97.1365	4.02441	28.1639	144.485	35.6526	623.694	15.6354	14.2391	33.4081	10.5539	38.8342	158.845	9.076	23.1142	150.331	24.6385	28.8017	18.1362	20.6559	43.442	90.4668	8.11924	17.0591	39.3507	28.7868	54.1804
EIF5-15230	7929.46	7860.56	5545.31	4855.27	4196.05	3848.06	6351.22	4830.29	6943.74	6968.59	9026.32	5590.58	7254.51	11793.2	6023.49	9791.36	10478.1	12262.5	7669.1	5423.44	5305.31	1959.82	1507.52	4051.55	552.688	6518.04	3591.32	3622.47	2752.95	2737.48	3810.15	5582.08	4560.74	5630.65	4444.22	1583.93	1673.43	3791.47	2422.25	6337.25	8258.63	3582.71	583.816	3223.83	1868.01
DNAAF9-31733	2047.52	1457.04	1735.26	1411.69	1647.52	1219	1059.79	1554.46	593.225	724.578	796.426	837.704	824.381	695.094	1091.28	1387.21	964.804	679.642	620.161	961.148	1405.78	1439.13	886.799	573.087	553.032	1059.95	576.296	794.825	669.034	457.417	355.122	834.422	655.441	485.465	577.949	218.168	810.211	1074.05	554.357	461.609	952.545	854.694	309.37	808.425	435.958
GPATCH8-18848	1128.84	932.214	2727.28	1922.29	2850.74	939.799	2406.73	3478.92	1783.06	1040.82	1754.51	3950.92	2134.61	361.89	1828.67	1767.55	1438.89	344.085	543.93	1517.43	1599.88	2091.65	2597.48	880.482	76.0578	914.53	1196.25	1372.42	3155.41	1655.34	1678.32	585.622	1533.11	1355.65	417.9	61.9468	499.015	260.425	236.597	60.0266	563.096	167.409	1086.14	104.563	608.685
ATP6V0E2-19932	689.167	182.416	316.347	1118.16	609.143	929.414	445.442	254.618	1124.96	959.771	768.186	1121.27	489.525	1234.76	709.553	280.469	455.068	1074.08	1561.28	1641.43	600.84	972.857	933.425	1450.2	721.935	985.564	891.609	839.553	1562.81	2206.42	1945.31	1378.83	831.652	1210.09	1027.51	2946.98	3065.59	2174.33	2510.15	2420.69	1167.42	2154.99	2705.52	2203.17	3296.09
NUP54-35936	1.83868	117.802	13.4585	18.6359	3.19621	70.9951	97.2621	60.0294	5.55287	3.71302	44.2988	65.9068	50.2956	4.127	10.7451	27.4051	17.5891	6.57982	9.59172	81.0985	3.38301	19.3493	34.7581	16.9108	263.597	35.0526	62.4492	112.877	13.3818	40.3713	2.82578	74.9617	105.419	9.89756	77.1396	21.6153	43.6091	3.3366	12.447	11.7129	2.18327	10.4375	154.569	8.3087	41.0645
OR1E1-15116	34.8598	169.618	174.112	223.79	88.677	273.246	50.6358	152.331	140.226	89.1072	137.247	19.6349	169.151	200.467	92.9277	70.0767	11.5754	87.0796	258.972	175.612	74.9531	157.408	80.2641	48.7575	548.244	102.606	271.668	148.334	32.2972	190.782	159.508	69.3164	322.206	29.146	18.6249	81.1154	532.036	391.812	528.323	125.332	208.768	58.0551	144.91	69.2239	173.431
AIG1-2687	68.0966	13.588	233.999	231.19	208.462	55.3005	107.563	259.855	17.8816	178.308	74.0935	266.069	124.921	9.62459	189.51	37.8339	55.4148	6.35437	83.578	33.9433	41.3516	60.9107	364.487	8.15766	36.4091	7.08279	24.2685	244.531	217.048	24.9337	149.669	41.1229	459.886	74.9364	20.6718	6.09119	10.5601	8.05725	22.3185	39.9521	4.10614	8.45196	12.1438	6.33887	26.5584
MORN1-28223	28.2335	108.524	24.7461	8.83172	54.3725	107.017	46.7961	9.10214	15.0854	72.4915	22.1633	16.4906	108.801	13.6085	75.6202	41.1096	18.4156	20.2745	38.54	37.6073	25.7349	49.2725	77.7849	22.4935	260.594	63.3419	102.348	27.2602	59.3454	55.1295	41.8709	155.434	39.9121	365.479	13.1371	98.6389	62.5256	72.9195	89.0161	47.1332	22.5151	77.4736	265.802	242.335	98.9988
NRIP2-21370	130.398	172.186	144.496	43.4284	138.337	270.611	129.494	164.402	21.1847	40.8177	72.1111	97.7455	75.1086	160.892	133.853	140.803	55.5968	144.926	300.445	538.975	57.0809	129.977	528.834	151.021	169.987	199.123	264.45	18.0666	106.232	64.8066	68.1986	24.0178	14.1033	37.0477	24.326	166.633	471.481	330.097	451.85	267.766	108.233	409.862	631.908	545.031	293.692
KLK1-22521	366.573	68.6726	385.52	555.664	256.589	121.243	153.043	150.77	1083.07	797.56	259.959	179.492	104.356	449.704	468.167	198.866	231.155	393.298	415.16	263.843	254.946	116.207	1018.35	299.126	928.436	343.311	457.921	304.224	880.153	949.62	455.836	270.026	426.328	479.896	277.196	65.6363	445.362	211.476	251.927	665.826	117.026	579.789	877.485	283.059	439.484
MFN2-22175	213.225	200.526	187.203	277.971	100.488	151.293	157.274	177.327	353.695	167.498	123.438	183.094	100.429	138.005	38.8246	93.0202	142.276	208.9	387.118	238.116	71.2263	150.638	1192.31	246.027	486.507	231.179	393.163	155.986	322.976	487.09	163.701	159.99	305.405	269.409	220.476	535.576	435.204	268.313	544.092	425.872	170.205	674.468	255.986	204.894	494.458
NTHL1-16245	192.527	380.557	335.448	145.972	219.11	162.957	148.256	264.969	130.34	170.282	153.497	344.75	108.152	376.808	281.91	63.7321	102.898	371.143	657.403	900.089	105.449	219.51	800.989	509.754	847.276	270.449	267.346	276.854	152.729	441.193	517.332	327.054	555.845	536.237	297.251	853.753	801.226	781.489	623.63	742.376	333.544	319.699	1551.91	205.725	784.565
DIP2B-30019	1353.33	1309.64	1452.66	581.909	954.159	1213.95	1165.4	1187.56	568.72	1052.02	951.276	825.095	1779.8	612.558	745.97	1061.58	903.092	315.513	627.719	226.986	756.9	641.45	625.323	442.559	720.554	1277.73	413.666	810.088	568.151	445.177	656.886	922.409	307.473	530.629	702.335	579.186	575.197	960.539	385.641	271.277	739.123	679.427	333.629	825.679	516.018
WBP11-43931	656.887	575.024	847.457	741.802	867.518	655.826	966.581	711.376	481.701	527.825	615.595	645.737	308.902	534.174	536.521	465.617	585.305	618.162	460.029	659.845	694.437	478.722	91.1832	682.096	474.861	1295.17	497.917	576.391	176.003	473.752	574.595	885.978	577.511	936.434	216.915	649.023	564.592	707.356	322.242	607.928	636.958	415.277	157.284	476.871	281.635
ARL6IP6-30850	2656.57	2371.78	2234.88	880.902	1489.94	1937.72	1692.13	1627.76	2163.48	4633.03	4062.45	1559.44	4127.67	3893.12	1134.54	4551.17	4299.44	3832.83	2486.53	2039.69	1569.66	642.568	1174.76	860.875	1650.22	1081.06	2393.99	3561.13	482.772	862.719	1142.98	1972.81	2428.11	938.54	4341.46	1078.48	704.359	1365.73	932.689	798.726	5763.03	1228.87	358.473	2807.99	491.673
CHIA-26122	38.7653	105.889	64.3773	57.8865	16.1537	45.1476	175.723	7.45534	31.676	55.5391	92.1549	110.622	40.3901	260.117	37.8711	3.07464	108.892	100.395	328.197	112.118	4.97125	67.5068	261.504	94.0125	575.435	26.8546	57.1149	19.72	82.3029	248.926	114.925	84.6631	239.93	170.22	19.5555	481.692	210.086	74.8389	442.007	177.877	111.515	185.971	447.998	128.176	785.448
CAPN15-10907	158.323	94.3467	124.426	274.282	243.054	102.255	219.132	200	310.936	79.8466	175.342	274.458	56.8768	109.928	178.321	59.696	89.9345	183.773	374.082	188.181	33.0778	214.856	555.916	256.809	795.197	208.48	291.588	341.149	315.494	103.446	26.2022	119.114	15.679	352.772	228.764	259.538	82.5909	407.979	368.615	207.272	55.142	263.317	516.583	252.636	33.0126
HACD1-25171	1201.67	846.827	486.521	367.771	808.105	1303.33	691.752	774.599	2103.21	3725.43	2478.65	914.85	1553.69	2645.66	670.641	2580.94	2601.84	3564.55	1976.53	2051.15	450.215	729.511	233.677	1591.95	1033.11	831.805	261.566	1142.32	750.975	98.2338	836.48	436.96	573.314	770.648	561.765	1775.86	540.584	401.746	548.17	921.33	296.112	605.417	543.27	982.483	1014.58
MYO9B-22943	16.5636	10.9376	24.3592	142.146	145.706	129.329	6.4611	79.738	60.9763	28.4424	15.0622	29.9452	7.38327	19.4432	20.2609	33.8499	5.72469	24.4903	26.8989	52.1393	63.4399	243.171	148.681	24.4116	88.8057	12.6351	36.7767	164.637	122.445	80.1298	503.583	14.7398	52.5676	106.671	11.9622	61.1944	65.574	74.2122	46.1079	51.1123	16.4335	44.8747	55.9075	41.1195	108.948
TAF15-32961	113.625	187.363	324.805	194.802	216.073	187.835	244.673	273.91	193.252	203.285	233.956	160.438	183.628	44.9894	221.642	187.64	167.662	41.0106	15.3064	128.785	32.0342	20.0781	557.047	47.1079	205.827	234.057	209.172	372.281	213.771	377.323	140.415	70.5705	303.526	345.439	64.7643	108.173	125.006	106.554	53.2738	182.314	60.8258	94.4161	147.715	119.794	517.863
PEX13-38465	3443.14	2462.17	855.068	2522.84	635.142	2832.61	1378.72	1246.78	2473.44	1729.85	2039.39	1350.37	2557.8	2367.62	1698	2985.4	2663.56	2341.3	1989.43	1102.18	1835.19	1869.97	550.571	2190.96	626.94	2220.75	2417.37	2187	1941.34	5347.36	1292.94	4526.07	1503.84	1781.72	3612.4	1605.03	2266.68	1751.47	1560.55	2214.88	3376.26	2093.96	269.823	2831.96	1411.64
NTSR2-13519	8.79483	20.8765	7.96941	11.204	10.7634	10.0814	5.50498	6.65877	10.9055	7.37729	9.81426	8.66563	21.8405	13.7062	12.9576	7.60926	4.26501	39.8563	47.5254	53.1875	5.1532	9.86259	94.4367	11.194	84.9108	15.7375	12.7906	9.46362	15.5174	26.9813	14.4977	18.637	14.9229	12.7061	11.2565	37.5677	98.4913	51.5724	98.7468	55.7459	54.78	59.8894	105.162	50.2575	123.316
TAS2R1-26723	92.3037	21.1564	105.727	173.082	66.2951	204.714	27.8682	171.162	50.8586	76.7495	8.56163	43.3408	15.1249	105.558	26.8798	26.7477	36.0326	32.0498	230.169	35.6432	84.4424	20.7602	368.922	22.1739	420.047	173.762	160.705	171.365	56.3068	254.929	77.0526	29.4027	34.0046	46.4672	14.0739	96.2429	44.57	167.315	63.2813	291.755	38.973	54.5205	23.9914	172.972	213.496
PNPLA1-785	23.9532	58.2846	26.9746	57.7191	20.861	113.652	47.543	38.5836	10.7606	53.1652	40.0874	35.2417	98.1882	11.391	29.4282	5.70426	7.08969	10.4482	11.5798	24.307	25.0496	15.8418	56.2414	242.922	298.973	43.5856	27.9338	12.929	21.0325	183.925	10.0863	65.8781	191.892	208.572	13.1751	25.8175	29.9722	29.0761	15.2853	26.157	6.96757	19.6296	16.6737	9.73765	32.1308
KNDC1-37345	21.1073	49.2967	136.183	289.46	273.071	188.769	28.7334	129.582	38.7843	104.729	52.9256	41.87	90.3136	25.6505	17.6714	63.3969	43.4894	20.3881	81.1179	62.0452	105.328	44.115	44.6665	192.924	394.059	18.0166	258.877	172.959	84.938	261.3	141.861	26.7761	411.16	75.0003	93.6508	94.5543	61.5248	76.3936	106.32	106.75	35.4902	72.4802	58.8862	43.3708	87.6029
ZNF786-41120	358.385	291.833	354.82	202.653	382.64	578.997	414.959	490.712	545.639	396.82	299.952	302.494	313.601	703.679	318.462	243.55	255.094	619.399	113.313	804.378	375.881	608.42	923.094	379.779	1366.66	287.162	475.257	569.452	768.091	730.201	479.685	261.99	449.56	656.93	335.425	177.72	1389.74	806.577	1663.91	1465.1	350.636	159.151	378.59	389.127	544.054
ASB2-32990	9.73794	12.6966	96.1851	59.6102	21.2362	420.935	167.793	103.339	36.6703	49.2217	11.0499	140.087	173.214	169.208	91.4701	10.8814	11.9049	172.531	259.112	278.511	90.7865	243.305	178.277	664.833	816.799	352.995	800.304	126.464	276.651	46.6638	347.89	348.777	194.843	16.8004	318.75	181.755	896.861	788.134	752.289	292.161	300.645	210.376	252.598	452.747	434.579
PRH1-39636	141.967	132.108	117.368	15.8644	107.838	134.526	52.6183	2.65658	126.281	48.7795	95.651	175.493	65.8984	56.5339	195.721	175.917	34.0161	48.5814	60.6285	173.644	10.9602	68.1158	28.7969	16.4341	419.464	109.963	160.259	81.9579	7.5849	237.227	85.2143	213.674	166.086	71.5141	151.501	7.38857	12.7788	8.3842	15.5402	5.15315	78.9311	67.97	10.7429	132.896	5.1654
GSTM3-9189	5745.16	5086.56	11345.6	7973.95	16187.9	6942.83	7111.71	6542.02	3159.39	4546.31	6228.94	1381.89	4179.7	6804.19	3101.8	13713.4	2305.17	7103.76	4651.42	6781.99	3975.29	2043.85	1030.01	523.78	94.8582	5734.27	663.179	1093.23	854.29	85.619	466.375	332.791	71.8586	699.059	328.273	44.8976	854.913	3547.17	549.747	1003.69	1545.88	3649.36	685.077	1483.62	703.3
SESTD1-32160	2016.06	2001.31	2350.1	2075.34	1559.48	693.991	1479.54	1906.74	292.313	606.335	533.538	1086.33	1205.45	345.384	479.184	240.407	521.683	371.919	625.068	416.551	745.144	596.614	176.178	685.366	764.254	1792.44	476.123	395.471	511.52	801.087	484.444	201.978	816.33	689.74	249.619	107.688	441.403	60.3341	1146.16	46.7264	382.28	579.447	32.2924	1152.48	139.526
ARPC4-23340	75.3273	10.9895	6.91434	20.4375	20.5991	45.3176	11.3407	70.6568	174.499	75.7725	7.47614	12.19	28.5946	19.9938	107.78	9.97151	5.25544	21.565	10.8992	178.518	18.2535	186.618	154.534	119.336	179.067	179.921	146.605	190.176	127.349	562.921	54.0807	141.353	260.088	382.77	650.892	29.6162	192.025	74.7378	66.5056	67.5675	19.0685	52.6852	78.8887	21.3905	57.0514
PLIN5-40353	151.346	25.7064	111.39	33.6021	84.4189	30.1657	36.3855	130.644	48.4752	103.172	20.7068	82.4759	6.54239	96.5137	17.3302	8.7071	29.9596	65.781	75.2057	138.18	31.1021	31.5719	244.995	130.175	65.0388	73.3523	52.5381	50.4078	20.8354	69.8218	133.358	7.81381	24.3587	29.7946	21.3338	102.667	217.763	61.6318	153.231	89.1909	104.795	52.3796	133.627	192.615	130.702
FAM163A-35912	39.3475	25.2859	47.3742	43.5894	29.1162	258.175	21.5317	25.3407	47.6251	24.8187	14.5409	148.4	17.6175	105.48	26.1223	10.1637	36.7407	98.4176	99.6931	118.65	14.3368	37.2337	77.6856	40.5545	368.083	50.601	52.7046	79.4142	26.5728	240.484	106.034	39.5499	23.0402	29.9674	34.7537	183.56	361.101	218.198	337.582	121.741	80.9689	33.3205	196.549	37.0178	167.101
TRIO-15533	205.898	127.484	92.3687	206.967	242.365	118.932	141.443	156.88	67.5525	158.276	39.0457	38.7626	131.484	125.519	18.4974	122.495	111.179	99.546	18.4914	42.8733	216.622	422.188	520.787	415.289	326.025	275.426	426.71	380.246	256.152	127.82	441.519	107.53	354.458	179.572	171.015	53.1519	361.675	117.578	367.161	210.576	156.486	231.817	301.59	419.315	368.763
LINC01431-35199	110.526	72.8493	29.594	11.2657	205.766	48.5845	168.563	12.864	18.1781	62.8655	32.9166	77.7457	55.3405	121.279	25.4382	85.6126	24.6005	26.6508	117.374	53.6166	30.2268	16.1968	26.2386	451.334	661.353	116.309	8.34713	161.508	33.2097	221.172	8.8236	223.346	33.1566	34.4345	152.997	139.928	125.644	395.852	110.041	94.6689	100.418	54.8593	685.428	404.431	70.0634
RALGAPB-29826	130.258	54.5954	102.44	235.985	241.452	178.416	142.107	314.247	35.0846	97.6893	92.8316	158.748	187.751	113.277	110.564	125.231	60.5023	90.0866	39.4684	52.0448	173.121	592.45	442.796	562.155	185.346	242.293	587.307	483.835	871.662	496.719	503.058	371.654	580.249	76.1691	323.136	545.861	479.535	645.995	300.129	492.548	293.731	191.358	757.396	450.423	87.4541
TMEM150A-31377	610.103	591.26	541.041	475.671	359.554	560.405	485.685	572.254	638.215	457.224	271.217	577.78	304.509	240.131	326.151	86.4117	254.359	475.078	477.098	445.299	327.02	431.204	1036.81	797.249	1489.96	714.165	564.279	532.034	860.6	1087	966.621	275.145	482.235	697.28	361.068	862.056	645.006	1229.94	1131.99	1021.27	155.311	836.09	859.49	367.511	1291.84
CA6-2316	3.66442	3.87877	10.5215	13.7154	8.41807	4.38226	57.0407	49.8345	37.4588	13.4003	5.99447	23.0487	48.6437	61.1496	11.9615	26.4029	21.2374	14.0817	27.1206	175.569	46.9052	4.21978	13.6816	49.0929	57.5716	9.87016	16.8365	119.609	62.0299	362.291	56.1045	19.2094	21.7833	103.725	17.4303	79.1474	46.6741	19.0295	53.7166	107.948	18.8037	97.3773	239.527	97.6141	31.0632
NOL3-26959	185.062	393.572	199.437	260.876	341.135	105.773	291.183	51.5465	84.8835	217.112	112.019	373.786	108.055	102.52	534.391	117.354	99.4757	169.853	23.0021	195.662	221.279	549.918	1113.7	218.098	438.81	314.224	615.465	354.616	336.304	204.592	566.734	95.0502	201.12	682.113	344.014	32.1423	32.5427	20.1446	64.6786	17.4469	11.9373	14.5074	26.879	14.9889	45.2926
BEND7-4853	20.7789	47.6105	24.1299	15.5383	36.958	95.8004	86.3026	113.92	134.238	18.6278	5.74011	236.275	115.783	34.3352	17.5901	8.95849	12.0332	31.8239	26.5374	60.1006	25.4649	122.803	587.326	229.307	76.553	31.0058	90.6902	62.5957	74.0676	189.044	157.658	39.7639	66.1451	43.5606	104.26	66.6488	63.6159	45.1553	45.5578	83.6574	35.6619	59.7517	109.772	47.3563	95.1367
EPHX4-41431	3.52175	108.503	48.47	96.2469	5.90438	7.63801	12.282	69.4196	38.6299	8.45482	10.0547	7.71436	139.305	90.1791	11.8932	3.10023	30.0177	7.08873	71.6175	110.544	115.459	70.2518	374.216	472.042	494.569	94.5846	811.286	25.8393	209.993	23.8442	291.716	1725.15	398.561	331.129	2762.18	398.129	201.291	390.426	34.0979	168.312	559.529	188.783	192.331	259.548	209.596
TIPRL-33646	603.954	214.698	528.154	486.896	678.782	885.077	467.042	247.62	528.602	366.476	225.282	601.562	816.053	710.466	617.891	298.405	369.661	583.606	770.017	904.038	206.982	341.708	88.4674	287.675	203.969	480.621	615.368	448.756	311.049	588.711	874.923	714.963	753.725	285.553	396.818	683.803	1189.38	1000.94	922.876	325.079	631.612	1136.12	609.06	1026.08	755.814
CRIP1-11711	7.91113	9.14301	21.0115	8.04488	19.6458	11.7229	304.608	11.5248	3422.85	5459.26	1698.14	415.51	961.464	3951.34	1423.38	389.602	562.827	6992.9	3160.11	5302.55	943.056	1594.14	24.6775	2647.67	178.079	14.5597	36.6695	2134.85	1010.83	778.842	1689.62	2597.3	4067.49	2169.19	8.78306	366.234	5471.99	3581.27	2184.68	6822.4	3379.44	1397.95	7574.35	1365.47	1176
